Differential gene expression analysis between FOXP3high vs. FOXP3low samples										
geneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	siggenes3	siggenes1	siggenes2	siggenes4
ZNF584	0.060945488	3.063188928	0.589777913	0.557898681	0.718995703	-5.808724359	NA	not_sig	NA	other
ATP2B1	-0.060944211	6.998381438	-0.759405281	0.451045883	0.63468864	-5.968909508	NA	not_sig	NA	other
RAVER2	0.060884841	3.366847599	0.628007747	0.532752779	0.699646576	-5.824687592	NA	not_sig	NA	other
AC012651.1	0.060882866	1.804587988	0.424415296	0.673017249	0.801099631	-5.794018491	NA	not_sig	NA	other
CD6	0.06088228	5.283498014	0.355192153	0.723885166	0.834956899	-6.152523072	NA	not_sig	NA	other
PAXBP1	-0.06087492	4.96248557	-0.564959068	0.574535739	0.732171791	-6.032287896	NA	not_sig	NA	other
SLC20A2	0.060871714	5.444667684	0.465732721	0.643355531	0.780931795	-6.117296686	NA	not_sig	NA	other
TAP2	0.060843226	7.537037316	0.381117765	0.704671651	0.822965653	-6.165250991	NA	not_sig	NA	other
IKZF2	0.060786185	5.453245105	0.575826065	0.567221462	0.725919889	-6.062827883	NA	not_sig	NA	other
FYN	0.060771919	6.675377867	0.536971081	0.593582355	0.745460386	-6.11175005	NA	not_sig	NA	other
DTNBP1	0.060744126	3.974673394	0.405128187	0.687048479	0.810533563	-6.012538828	NA	not_sig	NA	other
WDR45B	-0.060734066	6.245802033	-0.754533742	0.453939131	0.637116669	-5.973301675	NA	not_sig	NA	other
RPL3P6	0.060732514	0.923642282	0.340909391	0.734548091	0.842268782	-5.80459232	NA	not_sig	NA	other
GPAT3	0.060673333	3.782706302	0.454520093	0.65135	0.785408306	-5.97156963	NA	not_sig	NA	other
BLACAT1	0.060637576	0.789561167	0.264347783	0.792558928	0.879078288	-5.825001498	NA	not_sig	NA	other
ABHD1	0.060617175	1.44353679	0.499173983	0.619766338	0.764184239	-5.752535214	NA	not_sig	NA	other
APOM	-0.060611307	1.135217835	-0.596129891	0.553679771	0.715929181	-5.696035598	NA	not_sig	NA	other
MOCS2	-0.060605115	4.208313967	-0.881969122	0.381860306	0.575901166	-5.740302966	NA	not_sig	NA	other
ITGA9	0.060599566	5.29849171	0.441103243	0.660970483	0.792488939	-6.120962687	NA	not_sig	NA	other
CYP2D6	0.060597591	0.223293477	0.436751852	0.664103147	0.794827521	-5.758768667	NA	not_sig	NA	other
LCE1C	0.060569562	3.387286759	0.102688715	0.918605798	0.955882961	-5.990543022	NA	not_sig	NA	other
WDR5B	-0.060537292	3.207215997	-0.550358918	0.58443443	0.739226001	-5.84518364	NA	not_sig	NA	other
RFC1	0.060512006	6.435559863	1.011561289	0.316440938	0.512585231	-5.755106273	NA	not_sig	NA	other
ABCA5	-0.060509176	5.055608795	-0.456457603	0.649965593	0.784457028	-6.094887017	NA	not_sig	NA	other
RPSAP36	0.060508044	0.398023206	0.461624537	0.646279753	0.782118688	-5.749634519	NA	not_sig	NA	other
AC006001.3	0.060506907	4.334206265	0.643984269	0.52242164	0.691541361	-5.930011124	NA	not_sig	NA	other
PDCD7	0.060500044	4.025735862	0.699067067	0.487631406	0.664391903	-5.857938462	NA	not_sig	NA	other
RIMS3	-0.060484387	4.617665122	-0.32656624	0.745309364	0.84930948	-6.111928689	NA	not_sig	NA	other
ZNF681	0.060449874	3.240566621	0.364489799	0.716973285	0.830708504	-5.939323992	NA	not_sig	NA	other
AC009533.1	0.060419543	1.98810542	0.383138253	0.703182185	0.821866975	-5.813300269	NA	not_sig	NA	other
PMS2P1	-0.060376087	2.414840376	-0.722888045	0.472994018	0.653543857	-5.663029902	NA	not_sig	NA	other
NELFB	0.060320422	4.977115452	0.786277947	0.43528026	0.622894163	-5.891504789	NA	not_sig	NA	other
ZNF566	-0.060311992	3.34013402	-0.527444338	0.600132801	0.750713967	-5.876863895	NA	not_sig	NA	other
ZCCHC2	0.060277884	5.463851867	0.495489325	0.622346407	0.76657428	-6.107113	NA	not_sig	NA	other
CATSPERE	-0.060257804	0.612784125	-0.548831933	0.585474404	0.739835387	-5.712484165	NA	not_sig	NA	other
MAPRE1	0.06025337	7.024425277	1.06921037	0.289922849	0.485710115	-5.694763925	NA	not_sig	NA	other
GOLGA5P1	0.060238163	0.470947249	0.46555378	0.643482784	0.780931795	-5.749902947	NA	not_sig	NA	other
JAGN1	-0.060232135	3.928657996	-0.868374406	0.389187421	0.583035745	-5.72119587	NA	not_sig	NA	other
HPSE2	0.060230787	-0.220198731	0.418584018	0.677247404	0.803732626	-5.761339555	NA	not_sig	NA	other
CCDC69	-0.06021594	6.11618202	-0.518084468	0.606601091	0.755494086	-6.116866134	NA	not_sig	NA	other
MYO1D	0.060208618	6.414969321	0.560022829	0.577873292	0.734621047	-6.098619842	NA	not_sig	NA	other
PACRG	-0.06018409	-0.037568684	-0.278827814	0.781485037	0.871638357	-5.807932781	NA	not_sig	NA	other
RPSAP48	-0.060162721	0.087423308	-0.3193942	0.750709749	0.85285289	-5.799010157	NA	not_sig	NA	other
MIEF1	0.060159185	5.57987795	0.677048608	0.501382021	0.675314217	-6.006833866	NA	not_sig	NA	other
PYGB	-0.06013479	6.213303686	-0.683074955	0.497597656	0.672241922	-6.021870299	NA	not_sig	NA	other
NOMO1	0.060107516	6.571292629	0.567521488	0.572806911	0.73062106	-6.095271053	NA	not_sig	NA	other
SKINT1L	0.06009883	1.421714769	0.283604534	0.7778418	0.869373504	-5.831208723	NA	not_sig	NA	other
AC023794.5	-0.060091014	0.34202117	-0.542543817	0.589766303	0.742792376	-5.71119358	NA	not_sig	NA	other
SPATS1	0.060076661	0.383460112	0.468600847	0.641317349	0.779402427	-5.746955711	NA	not_sig	NA	other
ZNF483	0.060069471	3.597434448	0.509415758	0.612620191	0.759027202	-5.918943013	NA	not_sig	NA	other
ZNF589	0.060059991	4.020189888	0.590431059	0.557464127	0.718760215	-5.924093917	NA	not_sig	NA	other
CFAP45	-0.060015486	0.552261225	-0.378631796	0.70650586	0.823952114	-5.784464383	NA	not_sig	NA	other
SLC3A2	-0.060000796	6.665447139	-0.750860454	0.456127833	0.638690854	-5.977608497	NA	not_sig	NA	other
SLFN12L	-0.059992157	4.159060612	-0.374530985	0.709535372	0.825854227	-6.038339481	NA	not_sig	NA	other
KCTD14	-0.059991057	3.025687808	-0.216252451	0.829638742	0.902697977	-5.963758258	NA	not_sig	NA	other
MORN3	0.059984723	1.896934964	0.534243044	0.595454669	0.746880627	-5.747393688	NA	not_sig	NA	other
CLEC12B	-0.059980784	0.723293319	-0.396198132	0.693583175	0.815490001	-5.781432548	NA	not_sig	NA	other
CNTRL	-0.059964301	6.10475283	-0.530638115	0.597933058	0.749056593	-6.110275722	NA	not_sig	NA	other
BCLAF3	0.05995606	3.83475144	0.604962221	0.547840291	0.711532817	-5.894365951	NA	not_sig	NA	other
FAM3C	-0.059954416	6.035192668	-0.623039217	0.535987213	0.702117419	-6.057016189	NA	not_sig	NA	other
XPO7	0.059929114	5.906984656	0.749737563	0.456798117	0.639219952	-5.968371712	NA	not_sig	NA	other
CLDN20	0.059921922	0.269432147	0.47080189	0.6397551	0.778266744	-5.74436617	NA	not_sig	NA	other
SLC26A6	0.059879401	3.755786901	0.475630175	0.636333858	0.775964657	-5.957957061	NA	not_sig	NA	other
WASH8P	-0.059872635	3.511498962	-0.354915247	0.724091377	0.835037043	-5.978922632	NA	not_sig	NA	other
SIRT5	-0.059872148	3.431548402	-0.638328404	0.526066829	0.694220116	-5.823123028	NA	not_sig	NA	other
PEG10	0.059844824	1.087093801	0.303548445	0.762685552	0.859841348	-5.818478855	NA	not_sig	NA	other
DICER1	-0.059827036	7.857276975	-0.944717712	0.34918068	0.545246572	-5.794571723	NA	not_sig	NA	other
LYG2	-0.059795053	-0.577855943	-0.413615198	0.680860203	0.806622689	-5.760783124	NA	not_sig	NA	other
CD22	0.05978286	2.679626797	0.274986136	0.784418699	0.873702128	-5.897929401	NA	not_sig	NA	other
AC089984.2	0.059766666	0.308253795	0.475421543	0.636481527	0.776003571	-5.742815601	NA	not_sig	NA	other
KDM8	-0.05975436	2.219905678	-0.458871177	0.648242762	0.783440009	-5.795167573	NA	not_sig	NA	other
RAD54L2	0.059741613	5.511894522	0.803404179	0.425405618	0.614462821	-5.912812834	NA	not_sig	NA	other
MASP2	0.059680079	0.853311723	0.555984762	0.580610525	0.736515203	-5.711934049	NA	not_sig	NA	other
CEP19	-0.059677804	1.995577548	-0.435141783	0.665263808	0.79546451	-5.797238688	NA	not_sig	NA	other
HES1	0.059627364	3.814631129	0.367162272	0.714990941	0.829506641	-6.014884639	NA	not_sig	NA	other
TRIM11	0.059579814	4.401525486	0.645632036	0.521362176	0.690882869	-5.935942363	NA	not_sig	NA	other
DAZAP1	0.05956081	5.897931011	0.733105318	0.466792812	0.648008018	-5.98196724	NA	not_sig	NA	other
CEP126	0.059539448	2.477887138	0.460515433	0.647070186	0.782727762	-5.812960047	NA	not_sig	NA	other
DISC1	0.059529717	4.748396425	0.415900807	0.679197408	0.805154064	-6.08821777	NA	not_sig	NA	other
PLXNC1	-0.059505476	7.811598005	-0.473309613	0.63797718	0.777107846	-6.119313382	NA	not_sig	NA	other
ZDHHC7	0.059492621	6.099328447	0.636737496	0.52709457	0.694933753	-6.050819706	NA	not_sig	NA	other
SCARB2	0.059486653	8.603134419	0.625119555	0.534631709	0.700877901	-6.001411374	NA	not_sig	NA	other
P2RY14	-0.059479164	4.659027157	-0.302196969	0.76370972	0.860451755	-6.128051118	NA	not_sig	NA	other
ERGIC1	-0.059459798	6.450520568	-0.822545899	0.414529686	0.604669581	-5.922628895	NA	not_sig	NA	other
NONO	0.059413136	7.62479828	0.851194174	0.398572018	0.591570967	-5.883874665	NA	not_sig	NA	other
RBBP4P2	-0.059412113	0.593451251	-0.561244958	0.577046097	0.733822416	-5.705066631	NA	not_sig	NA	other
HIBCH	-0.059398406	4.843213295	-0.398064141	0.692215736	0.814497353	-6.098327668	NA	not_sig	NA	other
CPLANE1	-0.05935488	5.090239983	-0.626681585	0.533615094	0.70024203	-6.007478167	NA	not_sig	NA	other
IPO9	0.059341458	6.017793995	0.905301299	0.369489552	0.565107492	-5.846997655	NA	not_sig	NA	other
CEP152	-0.059315311	4.095084879	-0.436034949	0.664619843	0.794972048	-6.01040341	NA	not_sig	NA	other
GCSAM	-0.059191702	2.63889715	-0.314492351	0.754407995	0.854940439	-5.885682799	NA	not_sig	NA	other
CDT1	0.059186081	2.719184995	0.318684199	0.751245054	0.853108332	-5.890479837	NA	not_sig	NA	other
AC008758.6	0.059184241	0.223477347	0.441357383	0.66078771	0.792362536	-5.756737075	NA	not_sig	NA	other
PIP5KL1	0.059160036	0.958600134	0.450588844	0.654162793	0.787247915	-5.765042906	NA	not_sig	NA	other
SPECC1L	-0.059154485	6.01138999	-0.770335537	0.444593544	0.630061605	-5.957405396	NA	not_sig	NA	other
ORM1	0.059138862	0.267231747	0.200990267	0.841491837	0.910469745	-5.829873919	NA	not_sig	NA	other
RMND1	-0.05912488	3.820964154	-0.663899189	0.509693632	0.681648064	-5.856852722	NA	not_sig	NA	other
ECSCR	0.059105169	3.725452806	0.473412821	0.637904053	0.777074044	-5.949379079	NA	not_sig	NA	other
MINDY2	-0.059079381	5.857787947	-0.832167765	0.409127223	0.600540323	-5.904925863	NA	not_sig	NA	other
AL356057.1	0.059062321	0.441980639	0.482934429	0.631173343	0.772777829	-5.741415477	NA	not_sig	NA	other
POLR1B	0.059046121	5.135990169	0.477072957	0.63531307	0.775709058	-6.091329183	NA	not_sig	NA	other
STRN3	-0.059020081	5.769543352	-0.781908772	0.437821069	0.624963392	-5.940754234	NA	not_sig	NA	other
CUL1	0.05901807	7.020972565	0.807356764	0.423145895	0.612714284	-5.932069411	NA	not_sig	NA	other
PPP3CB	0.058987261	5.953751418	0.566363168	0.573588098	0.731290662	-6.087731829	NA	not_sig	NA	other
SYBU	-0.058978981	1.494907478	-0.355186537	0.723889348	0.834956899	-5.812191552	NA	not_sig	NA	other
UBIAD1	0.058944011	3.778711492	0.578778593	0.565242155	0.724185646	-5.904059572	NA	not_sig	NA	other
LCE3E	0.05892767	3.804342306	0.156304412	0.876399521	0.93092128	-6.053022904	NA	not_sig	NA	other
ARL3	-0.05892738	3.115054903	-0.769868891	0.444867902	0.630293938	-5.6982804	NA	not_sig	NA	other
STAG2	-0.05890799	7.876591369	-0.648998761	0.519201019	0.689730622	-6.0202233	NA	not_sig	NA	other
CD36	-0.058836376	5.592759571	-0.170443857	0.865323831	0.925244693	-6.213461925	NA	not_sig	NA	other
PLXNB1	-0.058826889	4.292320936	-0.377560539	0.707296802	0.8246499	-6.058400717	NA	not_sig	NA	other
FBXO7	-0.058816978	6.496838688	-0.939056408	0.35205192	0.547944601	-5.823553885	NA	not_sig	NA	other
GGT6	-0.058805834	3.093801715	-0.260840711	0.795247617	0.880551884	-5.946737768	NA	not_sig	NA	other
ZNF451	-0.058792492	6.702856193	-0.826860971	0.412101519	0.602873613	-5.919410474	NA	not_sig	NA	other
CCNJL	-0.058778254	2.286515956	-0.326231779	0.745560923	0.849328329	-5.856554488	NA	not_sig	NA	other
NLRX1	0.058776522	4.587087639	0.332099237	0.74115191	0.84659995	-6.101060726	NA	not_sig	NA	other
TESK2	0.058768764	3.122162284	0.666470268	0.508062662	0.68037012	-5.773973197	NA	not_sig	NA	other
PPARG	0.058760997	2.201651791	0.353325428	0.725275711	0.835856246	-5.834316325	NA	not_sig	NA	other
ODF2L	-0.058731591	5.962245473	-0.51077749	0.611672878	0.758734755	-6.117706942	NA	not_sig	NA	other
POLR3D	0.058710476	4.393320067	0.598843487	0.551882347	0.714900544	-5.966217899	NA	not_sig	NA	other
RP9	-0.058684679	2.524719047	-0.79314423	0.431305047	0.619119776	-5.622866256	NA	not_sig	NA	other
RNLS	-0.058650056	2.410102213	-0.545719901	0.587596629	0.74161623	-5.772409852	NA	not_sig	NA	other
PLPP6	-0.058611323	3.596737362	-0.861629551	0.392855144	0.586236001	-5.685436197	NA	not_sig	NA	other
AC117529.1	0.058610848	0.989750185	0.477276297	0.635169261	0.775643688	-5.75243376	NA	not_sig	NA	other
TMEM53	-0.058610347	2.173640367	-0.535214071	0.594787913	0.746348625	-5.757806728	NA	not_sig	NA	other
NSUN5P1	-0.058589204	3.591321267	-0.391559912	0.696986574	0.818143469	-5.958500993	NA	not_sig	NA	other
PPIG	0.058567896	5.849568248	0.884919348	0.3802818	0.574641139	-5.859778007	NA	not_sig	NA	other
NIBAN1	-0.058552524	7.391049095	-0.584517906	0.561404455	0.721191306	-6.075005733	NA	not_sig	NA	other
SMIM31	0.058511269	0.434533771	0.409732679	0.683688417	0.808630717	-5.771964457	NA	not_sig	NA	other
TERB1	0.058478142	0.369837119	0.376533649	0.708055291	0.825012631	-5.783607777	NA	not_sig	NA	other
FBXO31	0.058437684	4.641328916	0.491846676	0.624901762	0.768450572	-6.046144918	NA	not_sig	NA	other
LYNX1-SLURP2	0.058426485	2.272153262	0.185247623	0.853756902	0.917744457	-5.883699974	NA	not_sig	NA	other
HLA-DRB1	0.058414432	10.74244699	0.380751743	0.7049416	0.82308316	-6.004085416	NA	not_sig	NA	other
WFDC3	0.058364072	0.169776162	0.420356588	0.675960421	0.803207203	-5.763783364	NA	not_sig	NA	other
STAG3L4	-0.058361706	2.656316503	-0.459272693	0.647956344	0.783301736	-5.829381804	NA	not_sig	NA	other
NMU	-0.058334453	1.259482724	-0.245953811	0.806688134	0.887739633	-5.835926503	NA	not_sig	NA	other
GARS1	-0.058289281	6.692393634	-0.812232799	0.420368216	0.610378641	-5.93104178	NA	not_sig	NA	other
PAPOLG	-0.058277226	5.172348399	-0.614998864	0.541242825	0.706193019	-6.022338546	NA	not_sig	NA	other
ZKSCAN3	0.058272308	2.9039058	0.425299142	0.672377008	0.800615788	-5.867818692	NA	not_sig	NA	other
ANGPTL5	-0.058245134	-0.486202858	-0.421615034	0.675047311	0.802456283	-5.758680843	NA	not_sig	NA	other
ZRANB2	0.058234311	5.64896745	0.610445459	0.544230884	0.708873114	-6.05013041	NA	not_sig	NA	other
SRPK2	-0.058219907	5.842002345	-0.669890032	0.505897701	0.678676906	-6.02183389	NA	not_sig	NA	other
LPIN1	-0.058205501	6.018486811	-0.593298899	0.555558095	0.71734926	-6.074400313	NA	not_sig	NA	other
ZNF740	0.058170074	5.328328576	0.556026044	0.58058251	0.736515203	-6.064256124	NA	not_sig	NA	other
SMIM10	0.058131559	1.199556228	0.367656127	0.714624834	0.829425564	-5.80024724	NA	not_sig	NA	other
TMEM189-UBE2V1	0.058123279	3.132470895	0.310226716	0.757630969	0.856582501	-5.94121973	NA	not_sig	NA	other
CCDC39	-0.058116865	2.473376358	-0.363280555	0.717870905	0.831249192	-5.848094133	NA	not_sig	NA	other
SLC22A1	-0.058089303	0.384245382	-0.353089683	0.725451386	0.835857834	-5.790933752	NA	not_sig	NA	other
PAFAH1B3	-0.058081457	2.289769227	-0.537807259	0.593009023	0.744904241	-5.764857648	NA	not_sig	NA	other
ARSD	0.058053899	5.008028041	0.468390231	0.641466925	0.779473575	-6.088251959	NA	not_sig	NA	other
ITGAL	0.058044998	6.869795298	0.34492239	0.731546719	0.840255896	-6.193517667	NA	not_sig	NA	other
LGALS8	-0.057984585	6.820423905	-0.671928246	0.504609742	0.67749446	-6.031501015	NA	not_sig	NA	other
JMJD6	-0.057978818	4.72269638	-0.47999151	0.633250333	0.774234497	-6.062374449	NA	not_sig	NA	other
PTPN6	0.057978727	6.621707714	0.456468764	0.649957622	0.784457028	-6.150829941	NA	not_sig	NA	other
TRIM69	0.0579751	5.970993495	0.458107893	0.648787392	0.783642551	-6.143885585	NA	not_sig	NA	other
DBI	-0.057969451	6.658214044	-0.343588086	0.732544195	0.840467597	-6.195095269	NA	not_sig	NA	other
SLC9B1	-0.057968646	0.941273987	-0.485415386	0.629424711	0.77168515	-5.748697039	NA	not_sig	NA	other
HEATR5A	-0.057933397	5.713932712	-0.698956055	0.487700204	0.664391903	-5.998270614	NA	not_sig	NA	other
HSP90B2P	0.057895223	0.322341435	0.51488269	0.608821071	0.756772943	-5.72507375	NA	not_sig	NA	other
CDADC1	0.057850169	2.647158581	0.485194735	0.629580144	0.771743864	-5.821933027	NA	not_sig	NA	other
ZKSCAN2	0.057835055	3.208717638	0.620265158	0.537797497	0.703377704	-5.807680553	NA	not_sig	NA	other
TPT1	-0.057825474	10.98233929	-0.615350401	0.541012489	0.706097352	-5.883799798	NA	not_sig	NA	other
TMTC1	-0.057759981	4.839844998	-0.483969542	0.630443514	0.772436515	-6.065823955	NA	not_sig	NA	other
KRTDAP	0.057669773	6.671438346	0.155488459	0.877039456	0.930990073	-6.241125552	NA	not_sig	NA	other
SLC36A3	-0.05763899	0.166751916	-0.476208486	0.63592461	0.77588969	-5.741042916	NA	not_sig	NA	other
PMS2P4	0.057621949	0.523940443	0.55431375	0.581745058	0.737190855	-5.70795047	NA	not_sig	NA	other
C8orf33	0.057574231	4.779717724	0.794720797	0.430395366	0.618622177	-5.868908541	NA	not_sig	NA	other
GRHL1	0.057473706	5.977542133	0.291771106	0.771624768	0.865985592	-6.205114441	NA	not_sig	NA	other
CBS	0.057460409	1.623728556	0.26622194	0.791123147	0.878142591	-5.843023942	NA	not_sig	NA	other
PLAA	-0.057460254	5.662917427	-1.061744229	0.293267791	0.48887481	-5.6877077	NA	not_sig	NA	other
TAF5L	-0.057453106	4.958096287	-0.719808029	0.474872497	0.655110519	-5.936901928	NA	not_sig	NA	other
HOXB4	0.057435773	1.310347495	0.486432231	0.628708633	0.771083245	-5.756507335	NA	not_sig	NA	other
GMDS	0.057412312	3.113911274	0.455548391	0.650615097	0.784798446	-5.881105485	NA	not_sig	NA	other
SOCS5	-0.057411127	5.401810025	-0.605416953	0.547540495	0.711320815	-6.041420723	NA	not_sig	NA	other
AAMP	-0.057378595	6.092032176	-0.976000142	0.333592014	0.529302626	-5.785228926	NA	not_sig	NA	other
ST6GALNAC2	-0.057356627	2.290523042	-0.254395708	0.800195174	0.883459632	-5.872124658	NA	not_sig	NA	other
CASP9	-0.057322628	3.439371356	-0.494960018	0.622717431	0.766755537	-5.90868853	NA	not_sig	NA	other
WASL	0.057230445	5.965475139	0.519263383	0.605784618	0.75491643	-6.113652672	NA	not_sig	NA	other
POMT1	-0.05718143	4.059364217	-0.554581212	0.581563393	0.737177877	-5.952274453	NA	not_sig	NA	other
CHML	-0.057177795	4.859959845	-0.56463347	0.574755596	0.732397469	-6.024961406	NA	not_sig	NA	other
ANKRD23	0.057176687	0.898137935	0.473699849	0.637700703	0.777043163	-5.752489127	NA	not_sig	NA	other
TRIM5	-0.057174608	4.700740576	-0.607764952	0.545993838	0.71006565	-5.989139967	NA	not_sig	NA	other
NAPSA	0.057163782	0.366005746	0.362716381	0.718289827	0.831279162	-5.788483202	NA	not_sig	NA	other
TUBB4B	0.057163165	7.119122351	0.392280905	0.696457114	0.817746183	-6.173072283	NA	not_sig	NA	other
TBCE	-0.057101158	4.585061225	-0.680221862	0.49938736	0.673875428	-5.930010458	NA	not_sig	NA	other
LST1	-0.057095159	4.608025937	-0.289291275	0.773511034	0.866826529	-6.120410137	NA	not_sig	NA	other
ARHGEF6	-0.057050044	6.642446747	-0.556544392	0.580230803	0.73636079	-6.101336532	NA	not_sig	NA	other
B3GNT9	0.057038249	3.257394073	0.448298671	0.655803739	0.788524556	-5.900759194	NA	not_sig	NA	other
RNF5	-0.057025716	4.112784393	-0.692913819	0.491452924	0.667302862	-5.874615727	NA	not_sig	NA	other
CDH12	-0.057012901	-0.103575021	-0.371835805	0.711529041	0.827162774	-5.779918506	NA	not_sig	NA	other
CYSTM1	0.056981161	3.884092289	0.531212699	0.597537709	0.74886334	-5.951272973	NA	not_sig	NA	other
FAHD2CP	-0.056879065	0.922341053	-0.487185399	0.628178472	0.770709008	-5.746776841	NA	not_sig	NA	other
BUD23	-0.056855179	4.779303584	-0.753033301	0.454832421	0.637659043	-5.899176799	NA	not_sig	NA	other
CLIC5	-0.056845468	3.590284074	-0.385329893	0.701567874	0.820988782	-5.972071652	NA	not_sig	NA	other
FLCN	0.056824492	5.299084282	0.437454871	0.663596617	0.794358455	-6.121530609	NA	not_sig	NA	other
GOLGA4	0.056823281	7.638870726	0.829369109	0.410694143	0.60177659	-5.900956696	NA	not_sig	NA	other
SLC25A13	-0.056809718	4.760026843	-0.619398158	0.538363927	0.703830999	-5.986943982	NA	not_sig	NA	other
INPP4A	0.056801064	6.398429171	0.512887874	0.610206073	0.757806811	-6.123400883	NA	not_sig	NA	other
MZF1	0.056799391	2.868001223	0.487902069	0.627674186	0.77036626	-5.836900816	NA	not_sig	NA	other
TIAM1	-0.056730389	6.330232228	-0.419834083	0.676339688	0.803379146	-6.165622749	NA	not_sig	NA	other
TCTN3	0.056725268	4.873798806	0.675327147	0.502465921	0.676016921	-5.961407982	NA	not_sig	NA	other
NMRAL2P	-0.056704135	0.17126627	-0.429281721	0.669495147	0.798016593	-5.76069004	NA	not_sig	NA	other
OR2C3	0.056684955	0.602227265	0.42106897	0.675443467	0.802815753	-5.769913217	NA	not_sig	NA	other
